example_id, text, aspect_term, term_location, class
3095_1,The palak paneer was standard[comma] and I was not a fan of the malai kofta.,malai kofta,58--69,0
2002_0,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,98--104,1
2002_1,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,69--74,1
441_0,Yeah[comma] sometimes the service can be slow.,service,20--27,-1
2948_0,There was no ambiance.,ambiance,13--21,-1
474_0,Save your money and don't waste your calories[comma] go to Margharita's on Washington Street instead[comma] they have amazing food and the BEST service.,food,114--118,1
474_1,Save your money and don't waste your calories[comma] go to Margharita's on Washington Street instead[comma] they have amazing food and the BEST service.,service,132--139,1
3662_0,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,4--11,1
3662_1,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,61--65,1
3662_2,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,98--110,1
3662_3,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,118--144,1
2471_0,The only weird thing was if we got a bottle[comma] the waitress would have simply multiplied the glass price X4[comma] which makes no sense whatsoever.,bottle,37--43,0
2471_1,The only weird thing was if we got a bottle[comma] the waitress would have simply multiplied the glass price X4[comma] which makes no sense whatsoever.,waitress,49--57,-1
2471_2,The only weird thing was if we got a bottle[comma] the waitress would have simply multiplied the glass price X4[comma] which makes no sense whatsoever.,price,97--102,-1
1192_0,They sell special sushi[comma] everything have a topping[comma] sauce and etc.,sushi,18--23,1
1192_1,They sell special sushi[comma] everything have a topping[comma] sauce and etc.,sauce,52--57,1
1192_2,They sell special sushi[comma] everything have a topping[comma] sauce and etc.,topping,43--50,1
1373_0,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,116--121,-1
2686_0,The place is small and intimate and you may feel a little crowded[comma] but the service is excellent and it's great for friends out[comma] a romantic date[comma] or a special occassion.,service,75--82,1
2686_1,The place is small and intimate and you may feel a little crowded[comma] but the service is excellent and it's great for friends out[comma] a romantic date[comma] or a special occassion.,place,4--9,-1
1952_0,The service was excellent and the food was delicious.,service,4--11,1
1952_1,The service was excellent and the food was delicious.,food,34--38,1
917_0,Service was also very good.,Service,0--7,1
1325_0,I took my girlfriend there for her birthday last night and we had a relaxing[comma] really good meal.,meal,90--94,1
3016_0,I would not have been so disappointed with the portions if the qualities were good enough to make up for it[comma] but they were not!,portions,47--55,-1
3016_1,I would not have been so disappointed with the portions if the qualities were good enough to make up for it[comma] but they were not!,qualities,63--72,-1
1528_0,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,51--55,1
1162_0,Good atmosphere[comma] combination of all the hottest music dress code is relatively strict except on Fridays.,atmosphere,5--15,1
1162_1,Good atmosphere[comma] combination of all the hottest music dress code is relatively strict except on Fridays.,music,48--53,1
1162_2,Good atmosphere[comma] combination of all the hottest music dress code is relatively strict except on Fridays.,dress cod,54--63,-1
2796_0,love the food.,food,9--13,1
3634_0,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,121--128,1
3634_1,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,71--77,1
3634_2,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,97--108,1
3634_3,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,140--148,1
822_0,All the desserts the group tried got favorable reviews.,desserts,8--16,1
2256_0,There's something smooth about sipping sake upper east side style.,sake,39--43,1
2321_0,It's a nice place to relax and have conversation.,place,12--17,1
2611_0,Best Reuben sandwich ever!,Reuben sandwich,5--20,1
1716_0,Lucky Strike is a great casual place to just grab a bite to eat.,place,31--36,1
1003_0,Wonderful strawberry daiquiries as well!,strawberry daiquiries,10--31,1
1614_0,Going to Volare is like going to your favorite aunt's house for dinner[comma] assuming that your aunt is a great Italian cook.,dinner,64--70,0
2109_0,The sushi has been from average to below average[comma] the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen[comma] the acousitcs are horrid[comma] everything echoes is extremely loud).,sushi,4--9,-1
2109_1,The sushi has been from average to below average[comma] the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen[comma] the acousitcs are horrid[comma] everything echoes is extremely loud).,wait service,54--66,-1
2109_2,The sushi has been from average to below average[comma] the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen[comma] the acousitcs are horrid[comma] everything echoes is extremely loud).,area,161--165,-1
508_0,Frites were delicious if a bit on the thick side.,Frites,0--6,1
785_0,Here you get the zen feel without feeling rigid.,zen feel,17--25,1
665_0,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,60--65,0
665_1,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,77--80,0
665_2,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,109--118,-1
140_0,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,24--104,1
1168_0,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,76--81,0
1168_1,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,136--152,0
3162_0,Overall[comma] the best bagel in town.,bagel,18--23,1
969_0,Light[comma] refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.,summer rolls,18--30,1
407_0,The sushi seemed pretty fresh and was adequately proportioned.,sushi,4--9,1
922_0,but the service was a bit slow.,service,8--15,-1
1060_0,Spreads and toppings are great - though a bit pricey.,Spreads,0--7,1
1060_1,Spreads and toppings are great - though a bit pricey.,toppings,12--20,1
352_0,When I saw that their website had a link to da Ciro in Napoli[comma] I knew there was going to be good pizza!,pizza,97--102,1
888_0,No one asked what was wrong as we left with nothing touched on our plates.,plates,67--73,0
2121_0,Indoor was very cozy and cute.,Indoor,0--6,1
559_0,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,16--22,1
559_1,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,85--92,1
1302_0,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,10--16,-1
1302_1,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,95--101,-1
1302_2,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,120--124,-1
1302_3,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,129--136,-1
588_0,The service was excellent[comma] the food was excellent[comma] but the entire experience was very cool.,service,4--11,1
588_1,The service was excellent[comma] the food was excellent[comma] but the entire experience was very cool.,food,31--35,1
2289_0,The service is good and the resturant is clean.,service,4--11,1
527_0,Great spot[comma] whether looking for a couple of drinks or quiet dinner.,drinks,44--50,1
527_1,Great spot[comma] whether looking for a couple of drinks or quiet dinner.,dinner,60--66,1
527_2,Great spot[comma] whether looking for a couple of drinks or quiet dinner.,spot,6--10,1
2478_0,Just stick with the small dishes!,dishes,26--32,-1
945_0,The cafe itself was really nice with comfortable outdoor chairs and tables[comma] but the service could have been better.,cafe,4--8,1
945_1,The cafe itself was really nice with comfortable outdoor chairs and tables[comma] but the service could have been better.,outdoor chairs,49--63,1
945_2,The cafe itself was really nice with comfortable outdoor chairs and tables[comma] but the service could have been better.,tables,68--74,1
945_3,The cafe itself was really nice with comfortable outdoor chairs and tables[comma] but the service could have been better.,service,84--91,-1
1642_0,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,36--41,1
1766_0,Food is excellent.,Food,0--4,1
2573_0,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,66--72,1
2573_1,Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,37--44,0
2573_2,Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,54--61,0
2323_0,Excellent lunch buffet for only $6.95.,lunch buffet,10--22,1
2281_0,If you're not familiar with the cuisine[comma] you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.,cuisine,32--39,-1
983_0,both are very reasonably priced (around $8 for dinner and $5 for lunch)[comma] and are delicious and filling.,priced,25--31,1
983_1,both are very reasonably priced (around $8 for dinner and $5 for lunch)[comma] and are delicious and filling.,dinner,47--53,1
983_2,both are very reasonably priced (around $8 for dinner and $5 for lunch)[comma] and are delicious and filling.,lunch,65--70,1
2571_0,Ambience is so cute and quaint[comma] good for business although we were there on vacation.,Ambience,0--8,1
2122_0,The portion sizes here are huge[comma] and the sushi is good.,portion sizes,4--17,1
2122_1,The portion sizes here are huge[comma] and the sushi is good.,sushi,41--46,1
2350_0,My boyfriend ate tuna and it was cooked perfectly!,tuna,17--21,1
1119_0,This wasn't the expected menu comprised only of pad thai and tom yum soup[comma] but I thought that was what made the place so special.,menu,25--29,0
1119_1,This wasn't the expected menu comprised only of pad thai and tom yum soup[comma] but I thought that was what made the place so special.,pad thai,48--56,0
1119_2,This wasn't the expected menu comprised only of pad thai and tom yum soup[comma] but I thought that was what made the place so special.,tom yum soup,61--73,0
1158_0,Good food at the restaurant (a bit expensive[comma] but great if you want to impress your date).,food,5--9,1
220_0,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,72--78,1
220_1,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,93--100,1
3254_0,I have eaten there 3-4 times and the food was always good.,food,37--41,1
2216_0,I wasn't thrilled to have to wait on line for thirty minutes[comma] but I guess that's the price you pay for a popular place.,wait,29--33,-1
1467_0,great eats[comma] good times.,eats,6--10,1
970_0,Grilled whole fish wonderful[comma] great spicing.,fish,14--18,1
3506_0,For years[comma] I thought Tuscan cuisine was the best[comma] but Salvatore converted me to the hearty Neapolitan fare on my first visit.,Neapolitan fare,91--106,1
1123_0,Plus[comma] when our entrees were held up in the kitchen on a busy Saturday night[comma] the owner sent over complimentary summer rolls to hold us over!,entrees,15--22,-1
1123_1,Plus[comma] when our entrees were held up in the kitchen on a busy Saturday night[comma] the owner sent over complimentary summer rolls to hold us over!,summer rolls,111--123,1
1123_2,Plus[comma] when our entrees were held up in the kitchen on a busy Saturday night[comma] the owner sent over complimentary summer rolls to hold us over!,owner,81--86,1
2314_0,The service was great as well.,service,4--11,1
397_0,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,8--24,1
397_1,Try the lobster teriyaki and the rose special roll.,rose special roll,33--50,1
1395_0,Another plus is most of the entrees are approx.,entrees,28--35,1
2987_0,The food was delicious[comma] the atmosphere was relaxed[comma] and we have now adopted Plate 347 as our Secret on Second!,food,4--8,1
2987_1,The food was delicious[comma] the atmosphere was relaxed[comma] and we have now adopted Plate 347 as our Secret on Second!,atmosphere,28--38,1
3457_0,From the moment we walked in they were more than accomodating even though the place was packed.,place,78--83,-1
938_0,I found the food[comma] service and value exceptional everytime I have been there.,food,12--16,1
938_1,I found the food[comma] service and value exceptional everytime I have been there.,service,18--25,1
938_2,I found the food[comma] service and value exceptional everytime I have been there.,value,30--35,1
3177_0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,74--79,-1
2931_0,The food is definitely good[comma] but I left a bit disappointed.,food,4--8,1
3017_0,I am a 100 lb girl[comma] had a glass of wine and a glass of beer prior to the dinner[comma] and I was still HUNGRY after my visit to this place!,glass of wine,26--39,0
3017_1,I am a 100 lb girl[comma] had a glass of wine and a glass of beer prior to the dinner[comma] and I was still HUNGRY after my visit to this place!,glass of beer,46--59,0
3017_2,I am a 100 lb girl[comma] had a glass of wine and a glass of beer prior to the dinner[comma] and I was still HUNGRY after my visit to this place!,dinner,73--79,0
1366_0,The drinks are a saving grace[comma] but service staff[comma] please[comma] get over yourselves.,drinks,4--10,1
1366_1,The drinks are a saving grace[comma] but service staff[comma] please[comma] get over yourselves.,service staff,35--48,-1
2309_0,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,49--62,-1
2785_0,The all-Italian staff is warm and engaging from the start.,staff,16--21,1
1638_0,The prices are exceptionally reasonable for food of this caliber.,prices,4--10,1
1638_1,The prices are exceptionally reasonable for food of this caliber.,food,44--48,1
2472_0,If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,42--61,1
260_0,The filet mignon dish was superb!,filet mignon dish,4--21,1
3482_0,I had been a regular due to the consistently good food and ease of getting a table.,food,50--54,1
3482_1,I had been a regular due to the consistently good food and ease of getting a table.,getting a table,67--82,1
2807_0,This place is the most Japanese it can ever get.,place,5--10,1
3120_0,The food is good[comma] I can't lie.,food,4--8,1
3590_0,great food[comma] lt's of it[comma] more then one person can eat!,food,6--10,1
1534_0,I didn't expect to like Nosh as much as I did[comma] but the pastrami on challah sandwich I had was otherworldly[comma] the soups are like Mom's[comma] and the knishes give Yonah Schimmel's a run for its money.,pastrami on challah sandwich,55--83,1
1534_1,I didn't expect to like Nosh as much as I did[comma] but the pastrami on challah sandwich I had was otherworldly[comma] the soups are like Mom's[comma] and the knishes give Yonah Schimmel's a run for its money.,soups,112--117,1
1534_2,I didn't expect to like Nosh as much as I did[comma] but the pastrami on challah sandwich I had was otherworldly[comma] the soups are like Mom's[comma] and the knishes give Yonah Schimmel's a run for its money.,knishes,142--149,1
1778_0,The atmosphere is nothing special[comma] but it feels like a Sushi establishment in Tokyo.,atmosphere,4--14,0
3071_0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,14--25,1
3071_1,Cozy romantic atomosphere with only around 15 tables at most.,tables,46--52,1
47_0,This place is worth going even if only for their beer.,beer,49--53,1
2995_0,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,23--31,1
2995_1,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,40--69,1
2215_0,The ambience was so fun[comma] and the prices were great[comma] on top of the fact that the food was really tasty.,ambience,4--12,1
2215_1,The ambience was so fun[comma] and the prices were great[comma] on top of the fact that the food was really tasty.,prices,33--39,1
2215_2,The ambience was so fun[comma] and the prices were great[comma] on top of the fact that the food was really tasty.,food,80--84,1
2100_0,Do not get the Go Go Hamburgers[comma] no matter what the reviews say.,Go Go Hamburgers,15--31,-1
479_0,The sandwhiches are out-of-this world!,sandwhiches,4--15,1
3379_0,If you live in Upper Manhattan[comma] Siam Square is THE place for Thia food.,Thia food,61--70,1
1733_0,Decor is charming.,Decor,0--5,1
1885_0,The food was very well prepared.,food,4--8,1
1358_0,Really tasty spring rolls and noodles for a good price though.,spring rolls,13--25,1
1358_1,Really tasty spring rolls and noodles for a good price though.,noodles,30--37,1
1358_2,Really tasty spring rolls and noodles for a good price though.,price,49--54,1
2389_0,Good[comma] because hey[comma] it's more food[comma] but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.,dim sum,51--58,-1
2389_1,Good[comma] because hey[comma] it's more food[comma] but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.,food,29--33,1
2389_2,Good[comma] because hey[comma] it's more food[comma] but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.,portions,85--93,-1
2389_3,Good[comma] because hey[comma] it's more food[comma] but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.,dishes,118--124,0
2389_4,Good[comma] because hey[comma] it's more food[comma] but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.,dish,150--154,0
3087_0,While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing[comma] the drinks here are plentiful and unique.,drinks,53--59,-1
3087_1,While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing[comma] the drinks here are plentiful and unique.,bars,72--76,-1
3087_2,While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing[comma] the drinks here are plentiful and unique.,drinks,109--115,1
2847_0,Complimentary stuff kept coming[comma] and when the waiter saw me opening a gift[comma] I received my dessert on a plate that had Happy Birthday written on it[comma] with a candlevery nice touch[comma] and attentive staff.,stuff,14--19,1
2847_1,Complimentary stuff kept coming[comma] and when the waiter saw me opening a gift[comma] I received my dessert on a plate that had Happy Birthday written on it[comma] with a candlevery nice touch[comma] and attentive staff.,waiter,46--52,1
2847_2,Complimentary stuff kept coming[comma] and when the waiter saw me opening a gift[comma] I received my dessert on a plate that had Happy Birthday written on it[comma] with a candlevery nice touch[comma] and attentive staff.,dessert,90--97,1
2847_3,Complimentary stuff kept coming[comma] and when the waiter saw me opening a gift[comma] I received my dessert on a plate that had Happy Birthday written on it[comma] with a candlevery nice touch[comma] and attentive staff.,staff,192--197,1
418_0,The food arrived 20 minutes after I called[comma] cold and soggy.,food,4--8,-1
871_0,If you go for the pre-theatre menu[comma] it's an even greater deal.,pre-theatre menu,18--34,1
3266_0,If you are someone who appreciates simplicity[comma] elegance[comma] and wonderfully presented and tasting seafood and vegetables regardless of portion size[comma] Kai is your place.,seafood,95--102,1
3266_1,If you are someone who appreciates simplicity[comma] elegance[comma] and wonderfully presented and tasting seafood and vegetables regardless of portion size[comma] Kai is your place.,vegetables,107--117,1
3266_2,If you are someone who appreciates simplicity[comma] elegance[comma] and wonderfully presented and tasting seafood and vegetables regardless of portion size[comma] Kai is your place.,portion size,132--144,-1
966_0,The prices cannot be beat for the quality[comma] quantity[comma] freshness and taste.,prices,4--10,1
966_1,The prices cannot be beat for the quality[comma] quantity[comma] freshness and taste.,quality,34--41,1
966_2,The prices cannot be beat for the quality[comma] quantity[comma] freshness and taste.,quantity,43--51,1
966_3,The prices cannot be beat for the quality[comma] quantity[comma] freshness and taste.,freshness,53--62,1
966_4,The prices cannot be beat for the quality[comma] quantity[comma] freshness and taste.,taste,67--72,1
980_0,Check it out[comma] it won't hurt your stomach or your wallet.,stomach,33--40,1
980_1,Check it out[comma] it won't hurt your stomach or your wallet.,wallet,49--55,1
2546_0,Little Tonino's is just awesome[comma] our favorite delivery place in Kennsington[comma] honestly the best Gnochi I have ever had!,Gnochi,95--101,1
937_0,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,SERVICE,16--23,-1
937_1,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,27--39,-1
937_2,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,PRICES,54--60,-1
2712_0,I have been about 4 times and have always had a great meal.,meal,54--58,1
1170_0,I go back in line like three times on average until I can't walk anymore.,line,13--17,-1
3043_0,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,32--47,1
3043_1,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,77--83,1
41_0,Horrible food and Horrible service.,food,9--13,-1
41_1,Horrible food and Horrible service.,service,27--34,-1
3677_0,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,4--8,1
3677_1,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,13--19,1
3677_2,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,fondue,66--72,1
3677_3,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,76--90,1
1326_0,They treated us well and the food was extremely fresh and well-prepared.,food,29--33,1
2400_0,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad,6--18,1
2400_1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,49--60,1
2400_2,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,110--132,1
2400_3,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,68--80,1
3171_0,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,TOASTING,22--30,-1
2998_0,Even if the food wasn't this good[comma] the garden is a great place to sit outside and relax.,food,12--16,1
2998_1,Even if the food wasn't this good[comma] the garden is a great place to sit outside and relax.,garden,39--45,1
2998_2,Even if the food wasn't this good[comma] the garden is a great place to sit outside and relax.,place,57--62,1
1627_0,Volare virgins or weekly regulars[comma] everyone gets treated the same and you can't ask for more than that when the service is this friendly.,service,112--119,1
739_0,The food came out wrong[comma] the waiter was no where to be found and the wine showed up at the end of the meal.,food,4--8,-1
739_1,The food came out wrong[comma] the waiter was no where to be found and the wine showed up at the end of the meal.,waiter,29--35,-1
739_2,The food came out wrong[comma] the waiter was no where to be found and the wine showed up at the end of the meal.,wine,69--73,-1
739_3,The food came out wrong[comma] the waiter was no where to be found and the wine showed up at the end of the meal.,meal,102--106,0
2492_0,The chicken and steak were seasoned and cooked to perfection[comma] and the lamb sandwhich is great for heartier appetites.,chicken,4--11,1
2492_1,The chicken and steak were seasoned and cooked to perfection[comma] and the lamb sandwhich is great for heartier appetites.,steak,16--21,1
2492_2,The chicken and steak were seasoned and cooked to perfection[comma] and the lamb sandwhich is great for heartier appetites.,lamb sandwhich,70--84,1
2390_0,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,dim sum dish,74--86,-1
3467_0,No you're going to go back because the food was good.,food,39--43,1
334_0,The food was great and the service was even better.,food,4--8,1
334_1,The food was great and the service was even better.,service,27--34,1
1558_0,While this can hardly be called a restaurant[comma] it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.,rice,116--120,1
1558_1,While this can hardly be called a restaurant[comma] it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.,entrees,129--136,1
913_0,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,0--25,1
913_1,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,50--54,-1
3003_0,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,4--8,1
3003_1,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,77--87,1
3003_2,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,117--123,1
3003_3,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,128--137,1
3003_4,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,167--175,1
3583_0,Consequently[comma] their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.,burgers,20--27,-1
3581_0,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,38--51,1
2435_0,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,35--51,1
943_0,Very good wine choices.,wine choices,10--22,1
2516_0,This is the only Thai place I go too in NYC[comma] it's wonderful[comma] and live relaxed Jazz on certain nights.,Jazz,78--82,1
3647_0,We were seated and ignored by waitstaff.,waitstaff,30--39,-1
784_0,If you are in a big group[comma] this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.,lazy susans,90--101,1
784_1,If you are in a big group[comma] this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.,tables,110--116,1
1540_0,They showed up 15 minutes after the tuna melt.,tuna,36--40,1
1980_0,Tasty steak[comma] pork loin[comma] the works.,steak,6--11,1
1980_1,Tasty steak[comma] pork loin[comma] the works.,pork loin,13--22,1
292_0,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,table,45--50,0
292_1,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,wait,115--119,-1
687_0,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,75--82,1
687_1,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,92--99,1
732_0,The burger was great[comma] also.,burger,4--10,1
1508_0,they did give a 15% discount at the end[comma] wasn't enough[comma] as they knew the service was horrible.,discount,20--28,-1
1508_1,they did give a 15% discount at the end[comma] wasn't enough[comma] as they knew the service was horrible.,service,73--80,-1
705_0,Just because it's cheap does NOT mean the portions are small or the food is nasty[comma] IT IS GREAT!,portions,42--50,1
705_1,Just because it's cheap does NOT mean the portions are small or the food is nasty[comma] IT IS GREAT!,food,68--72,1
1610_0,The pizza was great.,pizza,4--9,1
1139_0,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,16--30,1
1808_0,however[comma] it's the service that leaves a bad taste in my mouth.,service,18--25,-1
2933_0,When we notified him that he didn't mention the specials[comma] he didn't apologize but let us know that we made a very good decision regardless.,specials,48--56,0
2226_0,The price was extremely reasonable for the appetizers and food we ate.,price,4--9,1
2226_1,The price was extremely reasonable for the appetizers and food we ate.,appetizers,43--53,1
2226_2,The price was extremely reasonable for the appetizers and food we ate.,food,58--62,1
2066_0,Don't dine at Tamarind for the vegetarian dishes[comma] they are simply not up to par with the non-veg selections.,vegetarian dishes,31--48,-1
2066_1,Don't dine at Tamarind for the vegetarian dishes[comma] they are simply not up to par with the non-veg selections.,non-veg selections,89--107,1
3362_0,Kenny the owner is always there and he treats my family like we are part of his family.,owner,10--15,1
2197_0,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,sushi,46--51,1
2197_1,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,place,75--80,1
547_0,I've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch,41--46,0
547_1,I've had to wait only a few times during lunch but this place is definitely worth the wait.,wait,86--90,1
2782_0,All in all the food was above average and I would return to see how they operate with four or less dinners.,food,15--19,1
2782_1,All in all the food was above average and I would return to see how they operate with four or less dinners.,dinners,99--106,0
1398_0,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,food,10--14,1
1398_1,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,service,26--33,1
1398_2,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,atmosphere,48--58,1
1398_3,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,lunch buffet,109--121,1
1398_4,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,dinner,88--94,1
1398_5,Delicious food[comma] excellent service[comma] and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!,lunch,157--162,1
2406_0,For appetizers[comma] I recommend the shrimp fritters and dumplings.,appetizers,4--14,0
2406_1,For appetizers[comma] I recommend the shrimp fritters and dumplings.,shrimp fritters,32--47,1
2406_2,For appetizers[comma] I recommend the shrimp fritters and dumplings.,dumplings,52--61,1
3625_0,Such nice people working here - but I have to review the food.,people,10--16,1
3625_1,Such nice people working here - but I have to review the food.,food,57--61,0
2652_0,The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible[comma] reaching for sunglasses.,spot lights,65--76,-1
930_0,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),Times Square cocktail,8--29,1
